DATE,OIL,PersonalExpenditure,RealDisposableIncome,M2REAL,Unemployment,InterestRate,FoodIndex
1/1/59,13.9,306.1,2318.4,987.9,6,2.48,29.8
2/1/59,13.9,309.6,2325.4,992.1,5.9,2.43,29.7
3/1/59,14,312.7,2338.7,998.3,5.6,2.8,29.5
4/1/59,14,312.2,2353.8,1001,5.2,2.96,29.5
5/1/59,14,316.1,2366.6,1006.2,5.1,2.9,29.5
6/1/59,13.9,318.2,2374.5,1010.3,5,3.39,29.8
7/1/59,13.9,317.8,2370.8,1012.7,5.1,3.47,29.9
8/1/59,13.8,320.2,2356.8,1015.8,5.2,3.5,29.7
9/1/59,13.8,324.2,2357.8,1014.4,5.5,3.76,29.8
10/1/59,13.8,322.8,2359.5,1010.2,5.7,3.98,29.7
11/1/59,13.8,322.9,2376.6,1012.3,5.8,4,29.5
12/1/59,13.8,322.9,2399.7,1012.6,5.3,3.99,29.5
1/1/60,13.9,323.6,2404.9,1015.3,5.2,3.99,29.5
2/1/60,13.8,325.3,2405.3,1014.6,4.8,3.97,29.4
3/1/60,13.7,330.2,2408.1,1017.7,5.4,3.84,29.5
4/1/60,13.8,336.5,2417.3,1015.9,5.2,3.92,30
5/1/60,13.7,330,2422.6,1017.6,5.1,3.85,30
6/1/60,13.8,330.1,2424.9,1020.9,5.4,3.32,30.2
7/1/60,13.8,331.4,2428.8,1029.1,5.5,3.23,30.2
8/1/60,13.8,331.6,2423.3,1036.5,5.6,2.98,30.1
9/1/60,13.8,333.4,2426.7,1041.5,5.5,2.6,30.2
10/1/60,13.9,335.4,2435.6,1040.3,6.1,2.47,30.3
11/1/60,13.8,335.4,2425.5,1044,6.1,2.44,30.4
12/1/60,13.8,331.3,2414.6,1048,6.6,1.98,30.4
1/1/61,13.9,332.2,2437.9,1052.6,6.6,1.45,30.4
2/1/61,14.1,333.7,2448.1,1060.7,6.9,2.54,30.4
3/1/61,14.1,337.7,2458.4,1066.7,6.9,2.02,30.4
4/1/61,14.1,337.6,2463.4,1073.1,7,1.49,30.4
5/1/61,14.1,339.9,2483.5,1079.8,7.1,1.98,30.3
6/1/61,14.1,340.9,2509.1,1086.8,6.9,1.73,30.3
7/1/61,14.1,340.6,2517.6,1088.2,7,1.17,30.6
8/1/61,14.2,342.1,2517.7,1094.2,6.6,2,30.4
9/1/61,14.1,344.4,2519.9,1099.1,6.7,1.88,30.4
10/1/61,14.1,346.5,2546.6,1104.4,6.5,2.26,30.3
11/1/61,14.1,349.9,2570.1,1112.1,6.1,2.61,30.2
12/1/61,14.1,352.4,2585.8,1118,6,2.33,30.2
1/1/62,14.1,353.2,2579.4,1123.5,5.8,2.15,30.3
2/1/62,14.1,354,2590.9,1129.5,5.5,2.37,30.5
3/1/62,14.1,357.4,2608.1,1137.2,5.6,2.85,30.5
4/1/62,14.1,359,2619.6,1143.7,5.6,2.78,30.6
5/1/62,14.1,362,2621.1,1149.1,5.5,2.36,30.5
6/1/62,14.1,360.4,2621.6,1156.2,5.5,2.68,30.6
7/1/62,14.1,361.4,2633,1160.8,5.4,2.71,30.7
8/1/62,14.1,362.9,2635.5,1165.1,5.7,2.93,30.7
9/1/62,14.2,368.8,2636.3,1166.7,5.6,2.9,31
10/1/62,14.2,366.5,2649.3,1175.8,5.4,2.9,30.8
11/1/62,14.3,371.7,2656.5,1184.3,5.7,2.94,30.8
12/1/62,14.4,373.6,2669,1193.9,5.5,2.93,30.6
1/1/63,14.3,374.4,2688.2,1199.7,5.7,2.92,31
2/1/63,14.3,373.4,2672.3,1207,5.9,3,31
3/1/63,14.3,375,2683.6,1215,5.7,2.98,30.9
4/1/63,14.4,376.4,2694.6,1224.7,5.7,2.9,30.8
5/1/63,14.4,377.2,2705,1232.7,5.9,3,30.8
6/1/63,14.4,381.7,2718.6,1236.2,5.6,2.99,31
7/1/63,14.5,384.4,2721.6,1241.8,5.6,3.02,31.4
8/1/63,14.5,386.3,2732.5,1247.5,5.4,3.49,31.4
9/1/63,14.5,385.5,2752.9,1256.5,5.5,3.48,31.2
10/1/63,14.5,386,2768.9,1262.8,5.5,3.5,31
11/1/63,14.6,389.4,2774.7,1271.9,5.7,3.48,31.1
12/1/63,14.5,394.7,2797.1,1273.3,5.5,3.38,31.2
1/1/64,14.5,396.8,2806.4,1277.3,5.6,3.48,31.3
2/1/64,14.5,400.2,2815.3,1286.3,5.4,3.48,31.4
3/1/64,14.5,401.8,2882.1,1292.2,5.4,3.43,31.3
4/1/64,14.2,402.8,2897.7,1297.9,5.3,3.47,31.3
5/1/64,14.3,408.4,2912.9,1304.7,5.1,3.5,31.2
6/1/64,14.3,411.4,2922.5,1312.8,5.2,3.5,31.4
7/1/64,14.2,414.9,2936.4,1322.1,4.9,3.42,31.7
8/1/64,14.2,417.7,2949.4,1331.4,5,3.5,31.6
9/1/64,14.2,416.6,2961.1,1341.4,5.1,3.45,31.7
10/1/64,14.3,419.6,2960.2,1346.7,5.1,3.36,31.6
11/1/64,14.3,416.4,2979.4,1352.1,4.8,3.52,31.6
12/1/64,14.5,421,3008,1359,5,3.85,31.6
1/1/65,14.5,424.4,3013.8,1366.7,4.9,3.9,31.5
2/1/65,14.6,431.4,3014.5,1376,5.1,3.98,31.5
3/1/65,14.6,433.3,3024.6,1383.6,4.7,4.05,31.6
4/1/65,14.6,437.1,3027.8,1387.5,4.8,4.09,31.7
5/1/65,14.6,437.6,3061.4,1388.5,4.6,4.1,31.9
6/1/65,14.6,435.2,3065.8,1392.3,4.6,4.05,32.6
7/1/65,14.5,441,3097.8,1402.5,4.4,4.09,32.8
8/1/65,14.6,444.4,3113.1,1413,4.4,4.12,32.6
9/1/65,14.6,452,3194.5,1421.6,4.3,4.02,32.4
10/1/65,14.9,458.5,3178.9,1430,4.2,4.08,32.4
11/1/65,14.8,459.1,3201.4,1435.3,4.1,4.1,32.4
12/1/65,14.9,461.7,3214.6,1441.8,4,4.32,32.7
1/1/66,14.9,465.2,3216.8,1449.2,4,4.42,33
2/1/66,14.9,470.2,3230.2,1448.3,3.8,4.6,33.5
3/1/66,15,475,3242.8,1451.8,3.8,4.66,33.7
4/1/66,15,476.9,3230.5,1453.8,3.8,4.67,33.7
5/1/66,15.1,473.1,3235.7,1453.2,3.9,4.9,33.6
6/1/66,15,475.5,3249.2,1455.2,3.8,5.17,33.7
7/1/66,15,480.6,3260.4,1451.2,3.8,5.3,33.8
8/1/66,15,483.2,3277.2,1447.5,3.8,5.53,34.3
9/1/66,15,489.2,3296.6,1451.6,3.7,5.4,34.2
10/1/66,15,488.3,3307.3,1448.1,3.7,5.53,34.2
11/1/66,15.1,490.1,3322.5,1451.6,3.6,5.76,34
12/1/66,15.2,491.8,3319.6,1458.7,3.8,5.4,34
1/1/67,15.3,494.2,3353.7,1463.8,3.9,4.94,33.9
2/1/67,15.4,493,3360.2,1470,3.8,5,33.8
3/1/67,15.4,495.8,3385.5,1483.9,3.8,4.53,33.8
4/1/67,15.4,501.3,3384.5,1486.7,3.8,4.05,33.6
5/1/67,15.4,502.2,3391.3,1502.1,3.8,3.94,33.7
6/1/67,15.4,506.8,3403.8,1507.5,3.9,3.98,34
7/1/67,15.5,506.7,3417.4,1515.9,3.8,3.79,34.3
8/1/67,15.5,509.8,3429.7,1524.8,3.8,3.9,34.5
9/1/67,15.6,515.6,3429.3,1531.8,3.8,3.99,34.3
10/1/67,15.6,512.2,3434.5,1537.7,4,3.88,34.2
11/1/67,15.7,517.4,3455.3,1537.5,3.9,4.13,34.2
12/1/67,15.7,525.1,3461.6,1543.5,3.8,4.51,34.4
1/1/68,15.7,530.9,3480.2,1546.6,3.7,4.61,34.6
2/1/68,15.7,533.6,3505.4,1550.9,3.8,4.71,34.7
3/1/68,15.8,544.3,3538.4,1554.5,3.7,5.05,34.9
4/1/68,15.8,544,3550.7,1557.3,3.5,5.76,35
5/1/68,16,549.8,3565.2,1562,3.5,6.12,35.1
6/1/68,16,556.3,3581.3,1563.7,3.7,6.07,35.2
7/1/68,16.1,563.2,3573.9,1563.3,3.7,6.03,35.5
8/1/68,16.1,567,3578.5,1569.7,3.5,6.03,35.6
9/1/68,16.1,568.2,3578.9,1577.2,3.4,5.78,35.6
10/1/68,16.1,571.6,3591.7,1579.6,3.4,5.91,35.8
11/1/68,16.1,576.7,3605.1,1588.7,3.4,5.82,35.6
12/1/68,16.1,576.5,3617.6,1592.1,3.4,6.02,35.9
1/1/69,16.1,583.5,3611,1594.7,3.4,6.3,36.1
2/1/69,16.1,588.7,3611.8,1597.5,3.4,6.61,36.1
3/1/69,16.2,588.9,3618.3,1591.1,3.4,6.79,36.2
4/1/69,16.2,593.9,3613,1586,3.4,7.41,36.4
5/1/69,16.3,600.3,3654.1,1583.8,3.4,8.67,36.6
6/1/69,16.3,600.9,3679.9,1580.6,3.5,8.9,37.1
7/1/69,16.3,602.7,3705.6,1574.7,3.5,8.61,37.5
8/1/69,16.4,609.9,3728.3,1572.1,3.5,9.19,37.7
9/1/69,16.5,613.2,3736.6,1569,3.7,9.15,37.7
10/1/69,16.5,618.5,3745.4,1564.1,3.7,9,37.6
11/1/69,16.5,620.5,3751.9,1561.1,3.5,8.85,37.9
12/1/69,16.6,622.8,3758.6,1559.4,3.5,8.97,38.4
1/1/70,16.5,628.7,3778.6,1555.7,3.9,8.98,38.7
2/1/70,16.6,634,3790.5,1538.8,4.2,8.98,38.9
3/1/70,16.6,632.3,3805,1533.4,4.4,7.76,38.9
4/1/70,16.7,636,3846,1528.3,4.6,8.1,39.1
5/1/70,16.7,642.4,3830.3,1532.4,4.8,7.95,39.2
6/1/70,16.8,646.3,3838.2,1534,4.9,7.61,39.3
7/1/70,17,648.5,3892.6,1540.1,5,7.21,39.5
8/1/70,17.2,652.9,3905.1,1551,5.1,6.62,39.5
9/1/70,17.4,659.1,3900.8,1559.2,5.4,6.29,39.4
10/1/70,17.6,658.3,3888.1,1564.5,5.5,6.2,39.4
11/1/70,17.7,656.6,3882.3,1568.4,5.9,5.6,39.2
12/1/70,17.8,665.6,3900,1574.1,6.1,4.9,39.3
1/1/71,17.9,676.1,3959.8,1586.2,5.9,4.14,39.4
2/1/71,17.9,679.4,3965.2,1606.5,5.9,3.72,39.5
3/1/71,18,682,3978.2,1624.7,6,3.71,39.9
4/1/71,18,688.8,3986.5,1641.9,5.9,4.16,40.1
5/1/71,18.1,691.1,4002.6,1654.3,5.9,4.63,40.3
6/1/71,18.2,699.8,4087.3,1661.7,5.9,4.91,40.6
7/1/71,18.3,698.9,4029.1,1673.9,6,5.31,40.8
8/1/71,18.4,704.9,4043.3,1684.3,6.1,5.57,40.9
9/1/71,18.5,713,4067.3,1697.3,6,5.55,40.6
10/1/71,18.5,715.8,4080.4,1707.6,5.8,5.2,40.5
11/1/71,18.3,720.9,4090,1718.5,6,4.91,40.6
12/1/71,18.3,728.4,4110.9,1728.2,6,4.14,41
1/1/72,18.2,731.5,4090.1,1742,5.8,3.51,41
2/1/72,18.1,736.2,4115.2,1752.9,5.7,3.3,41.6
3/1/72,18.1,749.2,4132.3,1771.7,5.8,3.83,41.7
4/1/72,18.2,752.5,4130.6,1779.3,5.7,4.17,41.7
5/1/72,18.3,758,4160.9,1786.8,5.7,4.27,41.7
6/1/72,18.3,761.6,4174.2,1797.8,5.7,4.46,41.9
7/1/72,18.4,769.9,4204.5,1817,5.6,4.55,42.3
8/1/72,18.5,776.3,4243.5,1834.6,5.6,4.81,42.5
9/1/72,18.6,781.1,4260,1848.7,5.5,4.87,42.5
10/1/72,18.5,794.9,4366.9,1864.7,5.6,5.05,42.6
11/1/72,18.5,800.5,4415.4,1872.4,5.3,5.06,42.7
12/1/72,18.4,806.1,4435.1,1887.8,5.2,5.33,42.9
1/1/73,18.4,816.5,4411.9,1897.7,4.9,5.94,43.8
2/1/73,19.3,825.8,4444.7,1893.3,5,6.58,44.7
3/1/73,19.5,832.8,4461,1878.6,4.9,7.09,45.8
4/1/73,19.7,835.7,4466.7,1875.7,5,7.12,46.5
5/1/73,20,841.6,4475,1883.4,4.9,7.84,47
6/1/73,20.5,844.3,4488.3,1885.3,4.9,8.49,47.6
7/1/73,20.6,854.1,4499,1892.5,4.8,10.4,48
8/1/73,20.9,853.3,4484.4,1864,4.8,10.5,50.9
9/1/73,21.1,869.2,4507.3,1856.9,4.8,10.78,50.5
10/1/73,22.2,868.2,4546.9,1847.8,4.6,10.01,50.6
11/1/73,24.2,876.9,4554.1,1849.5,4.8,10.03,51.1
12/1/73,26.6,876.6,4537.2,1847.7,4.9,9.95,51.6
1/1/74,29.6,884.5,4504.1,1837,5.1,9.65,52.4
2/1/74,30.6,889.7,4470.2,1827.1,5.2,8.97,53.7
3/1/74,30.7,901.4,4438.2,1820.3,5.1,9.35,54.2
4/1/74,31.7,910.8,4435.1,1814.8,5.1,10.51,54.1
5/1/74,32.6,922.4,4430.6,1799.6,5.1,11.31,54.4
6/1/74,33.3,928,4421.7,1791.4,5.4,11.93,54.6
7/1/74,34.2,937.9,4438.7,1787.8,5.5,12.92,54.7
8/1/74,34.8,954.8,4432.6,1771.7,5.5,12.01,55.5
9/1/74,35.2,955.1,4428,1754.7,5.9,11.34,56.2
10/1/74,35.5,959.2,4442.6,1751.6,6,10.06,56.6
11/1/74,35.6,956.2,4419,1744.9,6.6,9.45,57.2
12/1/74,35.2,961.8,4419.7,1738.2,7.2,8.53,57.8
1/1/75,34.9,975.6,4417.4,1732.9,8.1,7.13,58.2
2/1/75,34.8,989.4,4420.1,1737.8,8.1,6.24,58.5
3/1/75,34.9,990.6,4424.1,1751.9,8.6,5.54,58.4
4/1/75,35.3,995,4505.1,1764.3,8.8,5.49,58.3
5/1/75,35.7,1018.9,4765.1,1785.1,9,5.22,58.6
6/1/75,35.9,1026.8,4604.9,1800,8.8,5.55,59.4
7/1/75,36.6,1039.8,4533.9,1805.7,8.6,6.1,60.9
8/1/75,37.1,1047,4564.1,1813.8,8.4,6.14,60.7
9/1/75,37.6,1054.8,4575.2,1815.9,8.4,6.24,60.6
10/1/75,38.1,1060.9,4594.3,1817.5,8.4,5.82,61
11/1/75,38.1,1075.8,4590.9,1820.8,8.3,5.22,61.3
12/1/75,38.2,1092.1,4595.3,1827.7,8.2,5.2,61.6
1/1/76,38.4,1107.1,4625.1,1839.8,7.9,4.87,61.6
2/1/76,38.2,1107.7,4653.7,1861,7.7,4.77,61.3
3/1/76,37.9,1114.9,4667.6,1875,7.6,4.84,60.9
4/1/76,38,1125.4,4673.7,1890.9,7.7,4.82,61.1
5/1/76,38,1122.7,4673.8,1900.9,7.4,5.29,61.3
6/1/76,38.3,1140.5,4678.3,1900.5,7.6,5.48,61.7
7/1/76,38.5,1149.6,4705.1,1905.8,7.8,5.31,62.1
8/1/76,38.8,1158,4714.6,1917.5,7.8,5.29,62.2
9/1/76,39.2,1168.8,4715.6,1928.5,7.6,5.25,61.9
10/1/76,39.5,1176.8,4707.4,1943,7.7,5.02,61.9
11/1/76,40.3,1189,4749.8,1959,7.8,4.95,61.7
12/1/76,41,1211.5,4767.9,1972.6,7.8,4.65,61.9
1/1/77,42.1,1215,4758.3,1985,7.5,4.61,62.5
2/1/77,42.5,1231.3,4716.2,1985.8,7.6,4.68,64
3/1/77,42.7,1238.3,4782.4,1994.1,7.4,4.69,64.3
4/1/77,43,1247.3,4789.7,1999.3,7.2,4.73,65.1
5/1/77,43.4,1257.1,4790.6,2008.3,7,5.35,65.3
6/1/77,43.6,1263.6,4810.5,2012.9,7.2,5.39,66
7/1/77,44,1280.5,4841.6,2017.6,6.9,5.42,66.3
8/1/77,44.2,1285.7,4861.2,2024.5,7,5.9,66.5
9/1/77,44.7,1294.5,4887.8,2033,6.8,6.14,66.3
10/1/77,45.2,1311.4,4923.4,2035.7,6.8,6.47,66.3
11/1/77,45.7,1327,4962.7,2036.1,6.8,6.51,66.7
12/1/77,45.7,1336,4983.5,2039,6.4,6.56,66.9
1/1/78,45.5,1329.5,4962,2041,6.4,6.7,67.9
2/1/78,45.3,1355.1,4991.5,2040.5,6.3,6.78,68.8
3/1/78,45.4,1377.5,5033,2038.2,6.3,6.79,69.6
4/1/78,45.7,1396.4,5050.5,2035.1,6.1,6.89,70.7
5/1/78,45.8,1412,5047.2,2031.8,6,7.36,71.7
6/1/78,45.7,1425.8,5047.5,2028.5,5.9,7.6,72.9
7/1/78,45.7,1426.8,5072.8,2021.5,6.2,7.81,73.3
8/1/78,45.8,1447,5094.2,2023.5,5.9,8.04,73.4
9/1/78,46.2,1452.9,5095.8,2022.6,6,8.45,73.5
10/1/78,47,1466.9,5109.5,2015.4,5.8,8.96,73.9
11/1/78,47.8,1480.6,5114.1,2013.5,5.9,9.76,74.2
12/1/78,48.4,1496.5,5139.6,2011.8,6,10.03,74.8
1/1/79,48.6,1502.4,5164,2002.3,5.9,10.07,76.3
2/1/79,49.6,1517.8,5184.7,1991,5.9,10.06,77.8
3/1/79,51.7,1531.2,5198.5,1985.4,5.8,10.09,78.5
4/1/79,53.9,1538.4,5156.1,1986,5.8,10.01,79.2
5/1/79,56.6,1558.8,5132.2,1975.1,5.6,10.24,79.9
6/1/79,60.7,1575.7,5118.9,1970.9,5.7,10.29,80.2
7/1/79,64.2,1586.1,5156.2,1965.5,5.7,10.47,80.7
8/1/79,68.4,1615.6,5163.7,1962.8,6,10.94,80.5
9/1/79,72.3,1633.9,5159.3,1954.4,5.9,11.43,80.8
10/1/79,73.6,1641.6,5156.6,1942,6,13.77,81.2
11/1/79,74.6,1657.3,5171.2,1928.8,5.9,13.18,81.5
12/1/79,75.5,1666.3,5182.2,1916.4,6,13.78,82.4
1/1/80,78.5,1697.3,5218.8,1900.9,6.3,13.82,83.1
2/1/80,80.8,1701.4,5191.3,1891.9,6.3,14.13,83.5
3/1/80,83.7,1708.2,5159,1872.4,6.3,17.19,84.3
4/1/80,86.3,1695.2,5153.4,1856.9,6.9,17.61,84.9
5/1/80,86.3,1700.1,5134.3,1851,7.5,10.98,85.3
6/1/80,86.7,1718.8,5145.1,1853.6,7.6,9.47,85.9
7/1/80,87.4,1747.1,5189.8,1871.1,7.8,9.03,86.8
8/1/80,88.1,1763.8,5194.8,1876.8,7.7,9.61,88.2
9/1/80,88.2,1780.5,5216.6,1876,7.5,10.87,89
10/1/80,87.6,1817.1,5257.1,1871.1,7.5,12.81,89.4
11/1/80,88.6,1826.8,5264.5,1864.3,7.5,15.85,90.1
12/1/80,91,1851.7,5288.4,1851.6,7.2,18.9,90.8
1/1/81,95.5,1870,5267.1,1842.8,7.5,19.08,91.5
2/1/81,101.9,1884.2,5250.2,1839.4,7.4,15.93,92.3
3/1/81,106.1,1902.9,5264.4,1847.2,7.4,14.7,92.8
4/1/81,107.8,1904.4,5249,1862.2,7.2,15.72,93
5/1/81,106.5,1913.8,5258.8,1855.3,7.5,18.52,92.9
6/1/81,106.2,1934.5,5287.2,1845.6,7.5,19.1,93.2
7/1/81,106.3,1942.1,5370.5,1838.1,7.2,19.04,94.1
8/1/81,106.2,1966.6,5386.1,1837.6,7.4,17.82,94.5
9/1/81,106.2,1965.5,5376.3,1832.4,7.6,15.87,94.7
10/1/81,104.8,1963.9,5382.3,1843.5,7.9,15.08,94.6
11/1/81,104.4,1970.6,5385,1850.9,8.3,13.31,94.4
